Task_ID,Task_Class,Task_Label,Source_Sheet,Source_Row,Source_Reference,Source_Reaction_ID,Donor_Canonical_SMILES,Acceptor_Canonical_SMILES,Target_Config,Task_Mode,Original_Solvent,Original_Catalyst,Original_Temp_C,Original_Time_min,Original_Product_Config,Candidate_ID,Donor_Type,Target_O4_Index,Template_ID,Solvent,Solvent_Component_IDs,Catalyst,Catalyst_Component_IDs,Temp_C,Time_min,has_solvent,has_catalyst,has_temp,has_time,Template_Support_Count,Template_Alpha_Success_Count,Template_Beta_Success_Count,Template_Representative_Reaction_ID,Template_Supporting_Reaction_IDs,Condition_Recipe_Completeness,Original_Condition_Complete,Matches_Original_Condition,Final_Status,Final_Error,Final_Interpretation,Input_Status,Donor_RFU_Status,Acceptor_O4_Status,Warnings,Canonical_Donor_SMILES,Canonical_Acceptor_SMILES,Resolved_Donor_Type,Target_O4_Source,Target_O4_Index_Canonical,Target_O4_State,Target_O4_Candidate_Count,Target_O4_Free_Candidate_Count,Target_O4_Blocked_Candidate_Count,Layer1_Mean_Feasibility_Score,Layer1_Seed_Disagreement,Layer1_Seed_Votes,Layer1_Decision,Soft_Compatibility_Score,Soft_TopK_Mean_Score,Soft_Support_Percentile,Soft_Domain_Q05,Soft_Domain_Q10,Soft_Domain_Status,Nearest_Success_Reaction_ID,Nearest_Success_Similarity,Soft_Score_Interpretation,Stereoselectivity_Label,Stereoselectivity_Mean_Beta_Score,Stereoselectivity_Seed_Disagreement,Stereoselectivity_Vote_Count,Stereoselectivity_Skip_Reason,Pipeline_Version,Inference_UTC,Layer1_Seed0_Feasibility_Score,Layer1_Seed0_Vote,Layer1_Seed1_Feasibility_Score,Layer1_Seed1_Vote,Layer1_Seed2_Feasibility_Score,Layer1_Seed2_Vote,Layer3_Seed0_Beta_Score,Layer3_Seed0_Threshold,Layer3_Seed0_Vote,Layer3_Seed1_Beta_Score,Layer3_Seed1_Threshold,Layer3_Seed1_Vote,Layer3_Seed2_Beta_Score,Layer3_Seed2_Threshold,Layer3_Seed2_Vote,Target_Vote_Count,Ensemble_Size,Target_Stereo_Score,Recommendation_Tier,Recommendation_Level,Tier_Order,Domain_Order,Temp_Bin_20C,Diversity_Key,Overall_Target_Rank,Recommendation_Rank,Recommendation_Reason,Score_Interpretation,Wet_Lab_Use_Requirement
C1_T02,1,任务2,第一类预测任务,16,"Beilstein Journal of Organic Chemistry (2014), 10, 293-299, 7 pp.",31-013-CAS-16017995,CCS[C@H]1O[C@@H](C)[C@@H](OCc2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1OCc1ccccc1,CCS[C@@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OC(C)=O)[C@H]1N1C(=O)c2ccccc2C1=O,Alpha,standard,"Dichloromethane,Diethyl ether",Trifluoromethanesulfonic acid,25.0,30.0,Alpha,C1_T02::CT_3861fb18ed8406a9,thioglycoside,,CT_3861fb18ed8406a9,Dichloromethane;Diethyl ether,3;4,Triethylamine,4,25.0,30.0,1,1,1,1,2,2,0,31-614-CAS-44061152,31-614-CAS-44061152;31-614-CAS-44137212,skeleton_only; equivalents/concentration/addition_order/atmosphere not available,True,False,predicted,,已通过硬结构过滤；第二层为文献支持度，第三层为多数投票立体选择性。,parsed,ok,ok,,CCS[C@H]1O[C@@H](C)[C@@H](OCc2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1OCc1ccccc1,CCS[C@@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OC(C)=O)[C@H]1N1C(=O)c2ccccc2C1=O,thioglycoside,auto_unique_free,16.0,free,1.0,1.0,0.0,0.9877815246582032,False,"[1,1,1]",feasible,0.9746828079223632,0.8897903561592102,77.18676122931441,0.7605817914009094,0.8008449077606201,in_domain,31-013-CAS-16017995,0.974683,"relative similarity to literature successful reactions; this is an applicability-domain and literature-support score, not a reaction probability",Alpha,0.0106268936457733,False,3/3,,1.3.1,2026-08-04T11:19:28.283572+00:00,0.9880818128585817,feasible,0.9875840544700624,feasible,0.9876787066459656,feasible,0.0113196969032287,0.8049999999999999,Alpha,0.0163378827273845,0.8599999999999999,Alpha,0.0042231013067066,0.5549999999999999,Alpha,3.0,3,0.9893731063542267,A,优先,0,0,1,4|3;4|T1,10,3,A; in_domain; 3/3 seeds support Alpha; template support=2,screening priority only; soft compatibility is literature support and Beta/Alpha score is not calibrated reaction-success probability,"verify full equivalents, concentration, addition order, atmosphere and work-up in the representative source before experiment"
C1_T02,1,任务2,第一类预测任务,16,"Beilstein Journal of Organic Chemistry (2014), 10, 293-299, 7 pp.",31-013-CAS-16017995,CCS[C@H]1O[C@@H](C)[C@@H](OCc2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1OCc1ccccc1,CCS[C@@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OC(C)=O)[C@H]1N1C(=O)c2ccccc2C1=O,Alpha,standard,"Dichloromethane,Diethyl ether",Trifluoromethanesulfonic acid,25.0,30.0,Alpha,C1_T02::CT_4be0008f1c7d58da,thioglycoside,,CT_4be0008f1c7d58da,Dichloromethane;Diethyl ether,3;4,Tosyl chloride,13,25.0,30.0,1,1,1,1,13,3,10,31-013-CAS-17081679,31-013-CAS-11511551;31-013-CAS-11715456;31-013-CAS-11784711;31-013-CAS-17081671;31-013-CAS-17081678;31-013-CAS-17081679;31-013-CAS-17081680;31-013-CAS-553402;31-013-CAS-6854088;31-013-CAS-7451088;31-013-CAS-8978171;31-013-CAS-9587188;31-013-CAS-9669067,skeleton_only; equivalents/concentration/addition_order/atmosphere not available,True,False,predicted,,已通过硬结构过滤；第二层为文献支持度，第三层为多数投票立体选择性。,parsed,ok,ok,,CCS[C@H]1O[C@@H](C)[C@@H](OCc2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1OCc1ccccc1,CCS[C@@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OC(C)=O)[C@H]1N1C(=O)c2ccccc2C1=O,thioglycoside,auto_unique_free,16.0,free,1.0,1.0,0.0,0.9877815246582032,False,"[1,1,1]",feasible,0.9746828079223632,0.8897903561592102,77.18676122931441,0.7605817914009094,0.8008449077606201,in_domain,31-013-CAS-16017995,0.974683,"relative similarity to literature successful reactions; this is an applicability-domain and literature-support score, not a reaction probability",Alpha,0.0355275596181551,False,3/3,,1.3.1,2026-08-04T11:19:28.283572+00:00,0.9880818128585817,feasible,0.9875840544700624,feasible,0.9876787066459656,feasible,0.0315351523458957,0.8049999999999999,Alpha,0.0511454157531261,0.8599999999999999,Alpha,0.0239021107554435,0.5549999999999999,Alpha,3.0,3,0.9644724403818449,A,优先,0,0,1,13|3;4|T1,11,4,A; in_domain; 3/3 seeds support Alpha; template support=13,screening priority only; soft compatibility is literature support and Beta/Alpha score is not calibrated reaction-success probability,"verify full equivalents, concentration, addition order, atmosphere and work-up in the representative source before experiment"
C1_T02,1,任务2,第一类预测任务,16,"Beilstein Journal of Organic Chemistry (2014), 10, 293-299, 7 pp.",31-013-CAS-16017995,CCS[C@H]1O[C@@H](C)[C@@H](OCc2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1OCc1ccccc1,CCS[C@@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OC(C)=O)[C@H]1N1C(=O)c2ccccc2C1=O,Alpha,standard,"Dichloromethane,Diethyl ether",Trifluoromethanesulfonic acid,25.0,30.0,Alpha,C1_T02::CT_e30ade12c4f14927,thioglycoside,,CT_e30ade12c4f14927,Dichloromethane;Diethyl ether,3;4,Silver triflate,10,25.0,30.0,1,1,1,1,3,3,0,31-013-CAS-14359616,31-013-CAS-10372061;31-013-CAS-14359616;31-013-CAS-7641455,skeleton_only; equivalents/concentration/addition_order/atmosphere not available,True,False,predicted,,已通过硬结构过滤；第二层为文献支持度，第三层为多数投票立体选择性。,parsed,ok,ok,,CCS[C@H]1O[C@@H](C)[C@@H](OCc2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1OCc1ccccc1,CCS[C@@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OC(C)=O)[C@H]1N1C(=O)c2ccccc2C1=O,thioglycoside,auto_unique_free,16.0,free,1.0,1.0,0.0,0.9877815246582032,False,"[1,1,1]",feasible,0.9746828079223632,0.8897903561592102,77.18676122931441,0.7605817914009094,0.8008449077606201,in_domain,31-013-CAS-16017995,0.974683,"relative similarity to literature successful reactions; this is an applicability-domain and literature-support score, not a reaction probability",Alpha,0.0752397285153468,False,3/3,,1.3.1,2026-08-04T11:19:28.283572+00:00,0.9880818128585817,feasible,0.9875840544700624,feasible,0.9876787066459656,feasible,0.1556030213832855,0.8049999999999999,Alpha,0.0581684373319149,0.8599999999999999,Alpha,0.0119477268308401,0.5549999999999999,Alpha,3.0,3,0.9247602714846532,A,优先,0,0,1,10|3;4|T1,12,5,A; in_domain; 3/3 seeds support Alpha; template support=3,screening priority only; soft compatibility is literature support and Beta/Alpha score is not calibrated reaction-success probability,"verify full equivalents, concentration, addition order, atmosphere and work-up in the representative source before experiment"
C1_T02,1,任务2,第一类预测任务,16,"Beilstein Journal of Organic Chemistry (2014), 10, 293-299, 7 pp.",31-013-CAS-16017995,CCS[C@H]1O[C@@H](C)[C@@H](OCc2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1OCc1ccccc1,CCS[C@@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OC(C)=O)[C@H]1N1C(=O)c2ccccc2C1=O,Alpha,standard,"Dichloromethane,Diethyl ether",Trifluoromethanesulfonic acid,25.0,30.0,Alpha,C1_T02::CT_2ee83d3f514bfde3,thioglycoside,,CT_2ee83d3f514bfde3,Dichloromethane;Diethyl ether,3;4,Pyridine,12,25.0,60.0,1,1,1,1,4,0,4,31-013-CAS-7579377,31-013-CAS-13972345;31-013-CAS-37926;31-013-CAS-7579377;31-013-CAS-9710829,skeleton_only; equivalents/concentration/addition_order/atmosphere not available,True,False,predicted,,已通过硬结构过滤；第二层为文献支持度，第三层为多数投票立体选择性。,parsed,ok,ok,,CCS[C@H]1O[C@@H](C)[C@@H](OCc2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1OCc1ccccc1,CCS[C@@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OC(C)=O)[C@H]1N1C(=O)c2ccccc2C1=O,thioglycoside,auto_unique_free,16.0,free,1.0,1.0,0.0,0.9877815246582032,False,"[1,1,1]",feasible,0.9693887233734132,0.885345458984375,70.6855791962175,0.7605817914009094,0.8008449077606201,in_domain,31-013-CAS-16017995,0.969389,"relative similarity to literature successful reactions; this is an applicability-domain and literature-support score, not a reaction probability",Alpha,0.0298424835006396,False,3/3,,1.3.1,2026-08-04T11:19:28.283572+00:00,0.9880818128585817,feasible,0.9875840544700624,feasible,0.9876787066459656,feasible,0.014465469866991,0.8049999999999999,Alpha,0.0352290906012058,0.8599999999999999,Alpha,0.0398328900337219,0.5549999999999999,Alpha,3.0,3,0.9701575164993604,A,优先,0,0,1,12|3;4|T1,18,6,A; in_domain; 3/3 seeds support Alpha; template support=4,screening priority only; soft compatibility is literature support and Beta/Alpha score is not calibrated reaction-success probability,"verify full equivalents, concentration, addition order, atmosphere and work-up in the representative source before experiment"
C1_T02,1,任务2,第一类预测任务,16,"Beilstein Journal of Organic Chemistry (2014), 10, 293-299, 7 pp.",31-013-CAS-16017995,CCS[C@H]1O[C@@H](C)[C@@H](OCc2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1OCc1ccccc1,CCS[C@@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OC(C)=O)[C@H]1N1C(=O)c2ccccc2C1=O,Alpha,standard,"Dichloromethane,Diethyl ether",Trifluoromethanesulfonic acid,25.0,30.0,Alpha,C1_T02::CT_a209b2461af1c989,thioglycoside,,CT_a209b2461af1c989,Dichloromethane,3,Sodium thiosulfate,16,25.0,30.0,1,1,1,1,4,2,2,31-006-CAS-18977533,31-006-CAS-18977533;31-013-CAS-10173116;31-013-CAS-12308870;31-013-CAS-2596944,skeleton_only; equivalents/concentration/addition_order/atmosphere not available,True,False,predicted,,已通过硬结构过滤；第二层为文献支持度，第三层为多数投票立体选择性。,parsed,ok,ok,,CCS[C@H]1O[C@@H](C)[C@@H](OCc2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1OCc1ccccc1,CCS[C@@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OC(C)=O)[C@H]1N1C(=O)c2ccccc2C1=O,thioglycoside,auto_unique_free,16.0,free,1.0,1.0,0.0,0.9877815246582032,False,"[1,1,1]",feasible,0.9598240256309508,0.8887866735458374,64.18439716312056,0.7605817914009094,0.8008449077606201,in_domain,31-013-CAS-16017995,0.959824,"relative similarity to literature successful reactions; this is an applicability-domain and literature-support score, not a reaction probability",Alpha,0.0479384427890181,False,3/3,,1.3.1,2026-08-04T11:19:28.283572+00:00,0.9880818128585817,feasible,0.9875840544700624,feasible,0.9876787066459656,feasible,0.0469864793121814,0.8049999999999999,Alpha,0.0874150320887565,0.8599999999999999,Alpha,0.0094138169661164,0.5549999999999999,Alpha,3.0,3,0.9520615572109818,A,优先,0,0,1,16|3|T1,32,7,A; in_domain; 3/3 seeds support Alpha; template support=4,screening priority only; soft compatibility is literature support and Beta/Alpha score is not calibrated reaction-success probability,"verify full equivalents, concentration, addition order, atmosphere and work-up in the representative source before experiment"
C1_T02,1,任务2,第一类预测任务,16,"Beilstein Journal of Organic Chemistry (2014), 10, 293-299, 7 pp.",31-013-CAS-16017995,CCS[C@H]1O[C@@H](C)[C@@H](OCc2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1OCc1ccccc1,CCS[C@@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OC(C)=O)[C@H]1N1C(=O)c2ccccc2C1=O,Alpha,standard,"Dichloromethane,Diethyl ether",Trifluoromethanesulfonic acid,25.0,30.0,Alpha,C1_T02::CT_597149f37d3bdab4,thioglycoside,,CT_597149f37d3bdab4,Dichloromethane,3,Copper bromide,20,25.0,30.0,1,1,1,1,1,1,0,31-013-CAS-14210003,31-013-CAS-14210003,skeleton_only; equivalents/concentration/addition_order/atmosphere not available,True,False,predicted,,已通过硬结构过滤；第二层为文献支持度，第三层为多数投票立体选择性。,parsed,ok,ok,,CCS[C@H]1O[C@@H](C)[C@@H](OCc2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1OCc1ccccc1,CCS[C@@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OC(C)=O)[C@H]1N1C(=O)c2ccccc2C1=O,thioglycoside,auto_unique_free,16.0,free,1.0,1.0,0.0,0.9877815246582032,False,"[1,1,1]",feasible,0.9598240256309508,0.8887866735458374,64.18439716312056,0.7605817914009094,0.8008449077606201,in_domain,31-013-CAS-16017995,0.959824,"relative similarity to literature successful reactions; this is an applicability-domain and literature-support score, not a reaction probability",Alpha,0.058949738740921,False,3/3,,1.3.1,2026-08-04T11:19:28.283572+00:00,0.9880818128585817,feasible,0.9875840544700624,feasible,0.9876787066459656,feasible,0.0692258775234222,0.8049999999999999,Alpha,0.0673950463533401,0.8599999999999999,Alpha,0.0402282923460006,0.5549999999999999,Alpha,3.0,3,0.941050261259079,A,优先,0,0,1,20|3|T1,33,8,A; in_domain; 3/3 seeds support Alpha; template support=1,screening priority only; soft compatibility is literature support and Beta/Alpha score is not calibrated reaction-success probability,"verify full equivalents, concentration, addition order, atmosphere and work-up in the representative source before experiment"
C1_T03,1,任务3,第一类预测任务,28,"United States, US20120142560 A1 2012-06-07",31-013-CAS-6495154,CCS[C@@H]1O[C@@H]2CO[C@@H](c3ccccc3)O[C@H]2[C@H](OCc2ccccc2)[C@H]1OC(C)=O,CC(=O)OC[C@H]1O[C@@H](O[Si](C)(C)C(C)(C)C(C)C)[C@H](N=[N+]=[N-])[C@@H](OCc2ccccc2)[C@@H]1O,Beta,standard,Dichloromethane,N-Iodosuccinimide,25.0,30.0,Beta,C1_T03::CT_e1924ab7694bbf74,thioglycoside,,CT_e1924ab7694bbf74,Dichloromethane,3,Trimethylsilyl triflate,3,0.0,30.0,1,1,1,1,3,0,3,31-013-CAS-22941545,31-013-CAS-22938507;31-013-CAS-22941545;31-013-CAS-3532904,skeleton_only; equivalents/concentration/addition_order/atmosphere not available,True,False,predicted,,已通过硬结构过滤；第二层为文献支持度，第三层为多数投票立体选择性。,parsed,ok,ok,,CCS[C@@H]1O[C@@H]2CO[C@@H](c3ccccc3)O[C@H]2[C@H](OCc2ccccc2)[C@H]1OC(C)=O,CC(=O)OC[C@H]1O[C@@H](O[Si](C)(C)C(C)(C)C(C)C)[C@H](N=[N+]=[N-])[C@@H](OCc2ccccc2)[C@@H]1O,thioglycoside,auto_unique_free,32.0,free,1.0,1.0,0.0,0.9878961245218912,False,"[1,1,1]",feasible,0.9999995231628418,0.9662026166915894,93.26241134751773,0.7605817914009094,0.8008449077606201,in_domain,31-013-CAS-22941545,1.0,"relative similarity to literature successful reactions; this is an applicability-domain and literature-support score, not a reaction probability",Beta,0.960458278656006,False,3/3,,1.3.1,2026-08-04T11:19:28.283572+00:00,0.9881987571716307,feasible,0.9877853393554688,feasible,0.9877042770385742,feasible,0.9601908922195436,0.8049999999999999,Beta,0.953671932220459,0.8599999999999999,Beta,0.9675120115280152,0.5549999999999999,Beta,3.0,3,0.960458278656006,A,优先,0,0,0,3|3|T0,1,1,A; in_domain; 3/3 seeds support Beta; template support=3,screening priority only; soft compatibility is literature support and Beta/Alpha score is not calibrated reaction-success probability,"verify full equivalents, concentration, addition order, atmosphere and work-up in the representative source before experiment"
C1_T03,1,任务3,第一类预测任务,28,"United States, US20120142560 A1 2012-06-07",31-013-CAS-6495154,CCS[C@@H]1O[C@@H]2CO[C@@H](c3ccccc3)O[C@H]2[C@H](OCc2ccccc2)[C@H]1OC(C)=O,CC(=O)OC[C@H]1O[C@@H](O[Si](C)(C)C(C)(C)C(C)C)[C@H](N=[N+]=[N-])[C@@H](OCc2ccccc2)[C@@H]1O,Beta,standard,Dichloromethane,N-Iodosuccinimide,25.0,30.0,Beta,C1_T03::CT_37d30883235458ef,thioglycoside,,CT_37d30883235458ef,Dichloromethane,3,N-Iodosuccinimide,5,25.0,25.0,1,1,1,1,1,1,0,31-013-CAS-20839029,31-013-CAS-20839029,skeleton_only; equivalents/concentration/addition_order/atmosphere not available,True,False,predicted,,已通过硬结构过滤；第二层为文献支持度，第三层为多数投票立体选择性。,parsed,ok,ok,,CCS[C@@H]1O[C@@H]2CO[C@@H](c3ccccc3)O[C@H]2[C@H](OCc2ccccc2)[C@H]1OC(C)=O,CC(=O)OC[C@H]1O[C@@H](O[Si](C)(C)C(C)(C)C(C)C)[C@H](N=[N+]=[N-])[C@@H](OCc2ccccc2)[C@@H]1O,thioglycoside,auto_unique_free,32.0,free,1.0,1.0,0.0,0.9878961245218912,False,"[1,1,1]",feasible,0.9996398687362672,0.9781217575073242,89.95271867612293,0.7605817914009094,0.8008449077606201,in_domain,31-013-CAS-15304342,0.99964,"relative similarity to literature successful reactions; this is an applicability-domain and literature-support score, not a reaction probability",Beta,0.9690389235814412,False,3/3,,1.3.1,2026-08-04T11:19:28.283572+00:00,0.9881987571716307,feasible,0.9877853393554688,feasible,0.9877042770385742,feasible,0.96526038646698,0.8049999999999999,Beta,0.967609703540802,0.8599999999999999,Beta,0.9742466807365416,0.5549999999999999,Beta,3.0,3,0.9690389235814412,A,优先,0,0,1,5|3|T1,2,2,A; in_domain; 3/3 seeds support Beta; template support=1,screening priority only; soft compatibility is literature support and Beta/Alpha score is not calibrated reaction-success probability,"verify full equivalents, concentration, addition order, atmosphere and work-up in the representative source before experiment"
C1_T03,1,任务3,第一类预测任务,28,"United States, US20120142560 A1 2012-06-07",31-013-CAS-6495154,CCS[C@@H]1O[C@@H]2CO[C@@H](c3ccccc3)O[C@H]2[C@H](OCc2ccccc2)[C@H]1OC(C)=O,CC(=O)OC[C@H]1O[C@@H](O[Si](C)(C)C(C)(C)C(C)C)[C@H](N=[N+]=[N-])[C@@H](OCc2ccccc2)[C@@H]1O,Beta,standard,Dichloromethane,N-Iodosuccinimide,25.0,30.0,Beta,C1_T03::CT_b40a24940f02663a,thioglycoside,,CT_b40a24940f02663a,Dichloromethane,3,Trifluoromethanesulfonic acid,6,25.0,30.0,1,1,1,1,14,10,4,31-013-CAS-10436330,31-013-CAS-10316632;31-013-CAS-10436330;31-013-CAS-11609556;31-013-CAS-12459743;31-013-CAS-17868344;31-013-CAS-22357494;31-013-CAS-4038549;31-013-CAS-8718266;31-013-CAS-8835573;31-614-CAS-23946122;31-614-CAS-23946125;31-614-CAS-37587985;31-614-CAS-37587999;31-614-CAS-37588004,skeleton_only; equivalents/concentration/addition_order/atmosphere not available,True,False,predicted,,已通过硬结构过滤；第二层为文献支持度，第三层为多数投票立体选择性。,parsed,ok,ok,,CCS[C@@H]1O[C@@H]2CO[C@@H](c3ccccc3)O[C@H]2[C@H](OCc2ccccc2)[C@H]1OC(C)=O,CC(=O)OC[C@H]1O[C@@H](O[Si](C)(C)C(C)(C)C(C)C)[C@H](N=[N+]=[N-])[C@@H](OCc2ccccc2)[C@@H]1O,thioglycoside,auto_unique_free,32.0,free,1.0,1.0,0.0,0.9878961245218912,False,"[1,1,1]",feasible,0.9710142612457277,0.955173134803772,74.34988179669031,0.7605817914009094,0.8008449077606201,in_domain,31-013-CAS-15304342,0.971014,"relative similarity to literature successful reactions; this is an applicability-domain and literature-support score, not a reaction probability",Beta,0.9800849954287212,False,3/3,,1.3.1,2026-08-04T11:19:28.283572+00:00,0.9881987571716307,feasible,0.9877853393554688,feasible,0.9877042770385742,feasible,0.9804911613464355,0.8049999999999999,Beta,0.9806097149848938,0.8599999999999999,Beta,0.979154109954834,0.5549999999999999,Beta,3.0,3,0.9800849954287212,A,优先,0,0,1,6|3|T1,33,3,A; in_domain; 3/3 seeds support Beta; template support=14,screening priority only; soft compatibility is literature support and Beta/Alpha score is not calibrated reaction-success probability,"verify full equivalents, concentration, addition order, atmosphere and work-up in the representative source before experiment"
C1_T03,1,任务3,第一类预测任务,28,"United States, US20120142560 A1 2012-06-07",31-013-CAS-6495154,CCS[C@@H]1O[C@@H]2CO[C@@H](c3ccccc3)O[C@H]2[C@H](OCc2ccccc2)[C@H]1OC(C)=O,CC(=O)OC[C@H]1O[C@@H](O[Si](C)(C)C(C)(C)C(C)C)[C@H](N=[N+]=[N-])[C@@H](OCc2ccccc2)[C@@H]1O,Beta,standard,Dichloromethane,N-Iodosuccinimide,25.0,30.0,Beta,C1_T03::CT_a895e3d42a118628,thioglycoside,,CT_a895e3d42a118628,Dichloromethane,3,Sodium bicarbonate,8,25.0,30.0,1,1,1,1,1,0,1,31-013-CAS-5703022,31-013-CAS-5703022,skeleton_only; equivalents/concentration/addition_order/atmosphere not available,True,False,predicted,,已通过硬结构过滤；第二层为文献支持度，第三层为多数投票立体选择性。,parsed,ok,ok,,CCS[C@@H]1O[C@@H]2CO[C@@H](c3ccccc3)O[C@H]2[C@H](OCc2ccccc2)[C@H]1OC(C)=O,CC(=O)OC[C@H]1O[C@@H](O[Si](C)(C)C(C)(C)C(C)C)[C@H](N=[N+]=[N-])[C@@H](OCc2ccccc2)[C@@H]1O,thioglycoside,auto_unique_free,32.0,free,1.0,1.0,0.0,0.9878961245218912,False,"[1,1,1]",feasible,0.9710142612457277,0.955173134803772,74.34988179669031,0.7605817914009094,0.8008449077606201,in_domain,31-013-CAS-15304342,0.971014,"relative similarity to literature successful reactions; this is an applicability-domain and literature-support score, not a reaction probability",Beta,0.9776718815167744,False,3/3,,1.3.1,2026-08-04T11:19:28.283572+00:00,0.9881987571716307,feasible,0.9877853393554688,feasible,0.9877042770385742,feasible,0.9780274629592896,0.8049999999999999,Beta,0.9862703680992126,0.8599999999999999,Beta,0.9687178134918212,0.5549999999999999,Beta,3.0,3,0.9776718815167744,A,优先,0,0,1,8|3|T1,34,4,A; in_domain; 3/3 seeds support Beta; template support=1,screening priority only; soft compatibility is literature support and Beta/Alpha score is not calibrated reaction-success probability,"verify full equivalents, concentration, addition order, atmosphere and work-up in the representative source before experiment"
C1_T03,1,任务3,第一类预测任务,28,"United States, US20120142560 A1 2012-06-07",31-013-CAS-6495154,CCS[C@@H]1O[C@@H]2CO[C@@H](c3ccccc3)O[C@H]2[C@H](OCc2ccccc2)[C@H]1OC(C)=O,CC(=O)OC[C@H]1O[C@@H](O[Si](C)(C)C(C)(C)C(C)C)[C@H](N=[N+]=[N-])[C@@H](OCc2ccccc2)[C@@H]1O,Beta,standard,Dichloromethane,N-Iodosuccinimide,25.0,30.0,Beta,C1_T03::CT_a209b2461af1c989,thioglycoside,,CT_a209b2461af1c989,Dichloromethane,3,Sodium thiosulfate,16,25.0,30.0,1,1,1,1,4,2,2,31-006-CAS-18977533,31-006-CAS-18977533;31-013-CAS-10173116;31-013-CAS-12308870;31-013-CAS-2596944,skeleton_only; equivalents/concentration/addition_order/atmosphere not available,True,False,predicted,,已通过硬结构过滤；第二层为文献支持度，第三层为多数投票立体选择性。,parsed,ok,ok,,CCS[C@@H]1O[C@@H]2CO[C@@H](c3ccccc3)O[C@H]2[C@H](OCc2ccccc2)[C@H]1OC(C)=O,CC(=O)OC[C@H]1O[C@@H](O[Si](C)(C)C(C)(C)C(C)C)[C@H](N=[N+]=[N-])[C@@H](OCc2ccccc2)[C@@H]1O,thioglycoside,auto_unique_free,32.0,free,1.0,1.0,0.0,0.9878961245218912,False,"[1,1,1]",feasible,0.9710142612457277,0.9554429054260254,74.34988179669031,0.7605817914009094,0.8008449077606201,in_domain,31-013-CAS-15304342,0.971014,"relative similarity to literature successful reactions; this is an applicability-domain and literature-support score, not a reaction probability",Beta,0.973589022954305,False,3/3,,1.3.1,2026-08-04T11:19:28.283572+00:00,0.9881987571716307,feasible,0.9877853393554688,feasible,0.9877042770385742,feasible,0.9749703407287598,0.8049999999999999,Beta,0.9759174585342408,0.8599999999999999,Beta,0.9698792695999146,0.5549999999999999,Beta,3.0,3,0.973589022954305,A,优先,0,0,1,16|3|T1,35,5,A; in_domain; 3/3 seeds support Beta; template support=4,screening priority only; soft compatibility is literature support and Beta/Alpha score is not calibrated reaction-success probability,"verify full equivalents, concentration, addition order, atmosphere and work-up in the representative source before experiment"
