Sample_ID,Pair_ID,Structural_Group_ID,Structural_Group_SHA256,Input_Structure_SHA256,Representative_Parent_ID,Representative_Reaction_ID,All_Parent_IDs,All_Parent_Reaction_IDs,Duplicate_Count,Variant,hard_feasibility,Donor_Canonical_SMILES,Acceptor_Canonical_SMILES,Original_Acceptor_Canonical_SMILES,Donor_Type,Target_C4_Index,Target_O4_Index
POS-8b33b76bdc982788,PAIR-8b33b76bdc982788,SG-8b33b76bdc982788,8b33b76bdc982788d9ddeb091ebd14bc8bdcb7a0c505b2abc6ab548e7de68d92,8b33b76bdc982788d9ddeb091ebd14bc8bdcb7a0c505b2abc6ab548e7de68d92,56,31-010-CAS-12003761,56,31-010-CAS-12003761,1,original,1,CC(=O)O[C@@H]1[C@@H](OC(=N)C(Cl)(Cl)Cl)O[C@H](CO[Si](C(C)C)(C(C)C)C(C)C)[C@@H](OCc2ccccc2)[C@@H]1OCc1ccccc1,CC1(C)O[C@@H]2[C@H](OCc3ccccc3)[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@@H](O[C@H]3O[C@H](COCc4ccccc4)[C@@H](O)[C@H](OCc4ccccc4)[C@H]3N=[N+]=[N-])[C@@H]2O1,CC1(C)O[C@@H]2[C@H](OCc3ccccc3)[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@@H](O[C@H]3O[C@H](COCc4ccccc4)[C@@H](O)[C@H](OCc4ccccc4)[C@H]3N=[N+]=[N-])[C@@H]2O1,trichloroacetimidate,46,47
NEG-8b33b76bdc982788,PAIR-8b33b76bdc982788,SG-8b33b76bdc982788,8b33b76bdc982788d9ddeb091ebd14bc8bdcb7a0c505b2abc6ab548e7de68d92,e4026114852a7e0b643888b11812d97b8b76dd05461ad76c2678e23754c601cb,56,31-010-CAS-12003761,56,31-010-CAS-12003761,1,o4_acetylated,0,CC(=O)O[C@@H]1[C@@H](OC(=N)C(Cl)(Cl)Cl)O[C@H](CO[Si](C(C)C)(C(C)C)C(C)C)[C@@H](OCc2ccccc2)[C@@H]1OCc1ccccc1,CC(=O)O[C@H]1[C@H](OCc2ccccc2)[C@@H](N=[N+]=[N-])[C@@H](O[C@@H]2[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@@H](OCc3ccccc3)[C@H]3OC(C)(C)O[C@@H]23)O[C@@H]1COCc1ccccc1,CC1(C)O[C@@H]2[C@H](OCc3ccccc3)[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@@H](O[C@H]3O[C@H](COCc4ccccc4)[C@@H](O)[C@H](OCc4ccccc4)[C@H]3N=[N+]=[N-])[C@@H]2O1,trichloroacetimidate,4,3
POS-8b7e2f366321bc8f,PAIR-8b7e2f366321bc8f,SG-8b7e2f366321bc8f,8b7e2f366321bc8fee4d898f3c027de323b6d7207e071c53806a974899aea462,8b7e2f366321bc8fee4d898f3c027de323b6d7207e071c53806a974899aea462,311,31-010-CAS-9024708,311;312;313,31-010-CAS-9024708;31-010-CAS-6886995;31-010-CAS-10744515,3,original,1,CC(=O)OC[C@H]1O[C@H](OC(=N)C(Cl)(Cl)Cl)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]1OC(C)=O,CC(=O)N[C@H]1[C@@H](OC(C)=O)O[C@H](COC(C)=O)[C@@H](O)[C@@H]1OC(C)=O,CC(=O)N[C@H]1[C@@H](OC(C)=O)O[C@H](COC(C)=O)[C@@H](O)[C@@H]1OC(C)=O,trichloroacetimidate,17,18
NEG-8b7e2f366321bc8f,PAIR-8b7e2f366321bc8f,SG-8b7e2f366321bc8f,8b7e2f366321bc8fee4d898f3c027de323b6d7207e071c53806a974899aea462,8e8b70620c5c57ede7d6cd1ffd8412816caf3d6c9e0b7d5f4b5483ee2e724330,311,31-010-CAS-9024708,311;312;313,31-010-CAS-9024708;31-010-CAS-6886995;31-010-CAS-10744515,3,o4_acetylated,0,CC(=O)OC[C@H]1O[C@H](OC(=N)C(Cl)(Cl)Cl)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]1OC(C)=O,CC(=O)N[C@H]1[C@@H](OC(C)=O)O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,CC(=O)N[C@H]1[C@@H](OC(C)=O)O[C@H](COC(C)=O)[C@@H](O)[C@@H]1OC(C)=O,trichloroacetimidate,17,18
POS-8b9f8f252da05482,PAIR-8b9f8f252da05482,SG-8b9f8f252da05482,8b9f8f252da0548255fee5e948867a8c555f81f29d72da19f77068ff0fc52328,8b9f8f252da0548255fee5e948867a8c555f81f29d72da19f77068ff0fc52328,963,31-614-CAS-26047459,963,31-614-CAS-26047459,1,original,1,CCS[C@@H]1O[C@H](CO[Si](C(C)C)(C(C)C)C(C)C)[C@@H]2OC(=O)O[C@@H]2[C@H]1OC(C)=O,CC(=O)O[C@@H]1[C@H](O[C@@H]2O[C@H](CO[Si](C(C)C)(C(C)C)C(C)C)[C@@H](O[C@@H]3O[C@@H](C)[C@@H](OCc4ccccc4)[C@@H](OCc4ccccc4)[C@@H]3OCc3ccccc3)[C@H](O[C@@H]3O[C@H](CO[Si](C(C)C)(C(C)C)C(C)C)[C@@H]4OC(=O)O[C@@H]4[C@H]3O[Si](C)(C)C(C)(C)C)[C@H]2NS(=O)(=O)c2ccccc2)[C@@H](OC(C)=O)[C@H](O[C@H]2[C@H](OCc3ccccc3)C=CO[C@@H]2COCc2ccccc2)O[C@@H]1CO[C@@H]1O[C@H](CO[Si](C(C)C)(C(C)C)C(C)C)[C@@H](O)[C@H](O[C@@H]2O[C@@H](C)[C@@H](OC(=O)c3ccccc3)[C@@H](OCc3ccccc3)[C@@H]2OCc2ccccc2)[C@H]1NS(=O)(=O)c1ccccc1,CC(=O)O[C@@H]1[C@H](O[C@@H]2O[C@H](CO[Si](C(C)C)(C(C)C)C(C)C)[C@@H](O[C@@H]3O[C@@H](C)[C@@H](OCc4ccccc4)[C@@H](OCc4ccccc4)[C@@H]3OCc3ccccc3)[C@H](O[C@@H]3O[C@H](CO[Si](C(C)C)(C(C)C)C(C)C)[C@@H]4OC(=O)O[C@@H]4[C@H]3O[Si](C)(C)C(C)(C)C)[C@H]2NS(=O)(=O)c2ccccc2)[C@@H](OC(C)=O)[C@H](O[C@H]2[C@H](OCc3ccccc3)C=CO[C@@H]2COCc2ccccc2)O[C@@H]1CO[C@@H]1O[C@H](CO[Si](C(C)C)(C(C)C)C(C)C)[C@@H](O)[C@H](O[C@@H]2O[C@@H](C)[C@@H](OC(=O)c3ccccc3)[C@@H](OCc3ccccc3)[C@@H]2OCc2ccccc2)[C@H]1NS(=O)(=O)c1ccccc1,thioglycoside,147,148
NEG-8b9f8f252da05482,PAIR-8b9f8f252da05482,SG-8b9f8f252da05482,8b9f8f252da0548255fee5e948867a8c555f81f29d72da19f77068ff0fc52328,32652efd4b00dd6de35cf3aee6b813628d1b38301ecfa331f5958292f43e62a4,963,31-614-CAS-26047459,963,31-614-CAS-26047459,1,o4_acetylated,0,CCS[C@@H]1O[C@H](CO[Si](C(C)C)(C(C)C)C(C)C)[C@@H]2OC(=O)O[C@@H]2[C@H]1OC(C)=O,CC(=O)O[C@@H]1[C@H](O[C@@H]2O[C@H](CO[Si](C(C)C)(C(C)C)C(C)C)[C@@H](O[C@@H]3O[C@@H](C)[C@@H](OCc4ccccc4)[C@@H](OCc4ccccc4)[C@@H]3OCc3ccccc3)[C@H](O[C@@H]3O[C@H](CO[Si](C(C)C)(C(C)C)C(C)C)[C@@H]4OC(=O)O[C@@H]4[C@H]3O[Si](C)(C)C(C)(C)C)[C@H]2NS(=O)(=O)c2ccccc2)[C@@H](OC(C)=O)[C@H](O[C@H]2[C@H](OCc3ccccc3)C=CO[C@@H]2COCc2ccccc2)O[C@@H]1CO[C@@H]1O[C@H](CO[Si](C(C)C)(C(C)C)C(C)C)[C@@H](OC(C)=O)[C@H](O[C@@H]2O[C@@H](C)[C@@H](OC(=O)c3ccccc3)[C@@H](OCc3ccccc3)[C@@H]2OCc2ccccc2)[C@H]1NS(=O)(=O)c1ccccc1,CC(=O)O[C@@H]1[C@H](O[C@@H]2O[C@H](CO[Si](C(C)C)(C(C)C)C(C)C)[C@@H](O[C@@H]3O[C@@H](C)[C@@H](OCc4ccccc4)[C@@H](OCc4ccccc4)[C@@H]3OCc3ccccc3)[C@H](O[C@@H]3O[C@H](CO[Si](C(C)C)(C(C)C)C(C)C)[C@@H]4OC(=O)O[C@@H]4[C@H]3O[Si](C)(C)C(C)(C)C)[C@H]2NS(=O)(=O)c2ccccc2)[C@@H](OC(C)=O)[C@H](O[C@H]2[C@H](OCc3ccccc3)C=CO[C@@H]2COCc2ccccc2)O[C@@H]1CO[C@@H]1O[C@H](CO[Si](C(C)C)(C(C)C)C(C)C)[C@@H](O)[C@H](O[C@@H]2O[C@@H](C)[C@@H](OC(=O)c3ccccc3)[C@@H](OCc3ccccc3)[C@@H]2OCc2ccccc2)[C@H]1NS(=O)(=O)c1ccccc1,thioglycoside,147,148
POS-8be753bbc6104691,PAIR-8be753bbc6104691,SG-8be753bbc6104691,8be753bbc6104691da297bd75177bffb87f404470093d05ea1bd6822533093b4,8be753bbc6104691da297bd75177bffb87f404470093d05ea1bd6822533093b4,1318,31-013-CAS-16946853,1318,31-013-CAS-16946853,1,original,1,CC(=O)O[C@H]1[C@H](OCc2ccccc2)[C@@H](N2C(=O)c3ccccc3C2=O)[C@H](Sc2ccccc2)O[C@@H]1COCc1ccccc1,[N-]=[N+]=N[C@@H]1[C@@H](OCc2ccccc2)O[C@H](COCc2ccccc2)[C@@H](O[C@@H]2O[C@H](COCc3ccccc3)[C@@H](O[C@@H]3O[C@H](COCc4ccccc4)[C@@H](O)[C@H](OCc4ccccc4)[C@H]3N3C(=O)c4ccccc4C3=O)[C@H](OCc3ccccc3)[C@H]2N2C(=O)c3ccccc3C2=O)[C@@H]1OCc1ccccc1,[N-]=[N+]=N[C@@H]1[C@@H](OCc2ccccc2)O[C@H](COCc2ccccc2)[C@@H](O[C@@H]2O[C@H](COCc3ccccc3)[C@@H](O[C@@H]3O[C@H](COCc4ccccc4)[C@@H](O)[C@H](OCc4ccccc4)[C@H]3N3C(=O)c4ccccc4C3=O)[C@H](OCc3ccccc3)[C@H]2N2C(=O)c3ccccc3C2=O)[C@@H]1OCc1ccccc1,thioglycoside,52,53
NEG-8be753bbc6104691,PAIR-8be753bbc6104691,SG-8be753bbc6104691,8be753bbc6104691da297bd75177bffb87f404470093d05ea1bd6822533093b4,8b0651fd338eab85cdcc37d088a6f931ffbddcd4df10268aeb7d67c9921dcf2f,1318,31-013-CAS-16946853,1318,31-013-CAS-16946853,1,o4_acetylated,0,CC(=O)O[C@H]1[C@H](OCc2ccccc2)[C@@H](N2C(=O)c3ccccc3C2=O)[C@H](Sc2ccccc2)O[C@@H]1COCc1ccccc1,CC(=O)O[C@H]1[C@H](OCc2ccccc2)[C@@H](N2C(=O)c3ccccc3C2=O)[C@H](O[C@H]2[C@H](OCc3ccccc3)[C@@H](N3C(=O)c4ccccc4C3=O)[C@H](O[C@H]3[C@H](OCc4ccccc4)[C@H](N=[N+]=[N-])[C@@H](OCc4ccccc4)O[C@@H]3COCc3ccccc3)O[C@@H]2COCc2ccccc2)O[C@@H]1COCc1ccccc1,[N-]=[N+]=N[C@@H]1[C@@H](OCc2ccccc2)O[C@H](COCc2ccccc2)[C@@H](O[C@@H]2O[C@H](COCc3ccccc3)[C@@H](O[C@@H]3O[C@H](COCc4ccccc4)[C@@H](O)[C@H](OCc4ccccc4)[C@H]3N3C(=O)c4ccccc4C3=O)[C@H](OCc3ccccc3)[C@H]2N2C(=O)c3ccccc3C2=O)[C@@H]1OCc1ccccc1,thioglycoside,4,3
POS-8be7c7d746b2b815,PAIR-8be7c7d746b2b815,SG-8be7c7d746b2b815,8be7c7d746b2b81507d4a75988afa6f4d9a405693c1dc471e4b2762c7315f893,8be7c7d746b2b81507d4a75988afa6f4d9a405693c1dc471e4b2762c7315f893,302,31-010-CAS-4679888,302,31-010-CAS-4679888,1,original,1,CC(=O)OC[C@H]1O[C@H](OC(=N)C(Cl)(Cl)Cl)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,CO[C@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1NC(=O)OCc1ccccc1,CO[C@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1NC(=O)OCc1ccccc1,trichloroacetimidate,14,15
NEG-8be7c7d746b2b815,PAIR-8be7c7d746b2b815,SG-8be7c7d746b2b815,8be7c7d746b2b81507d4a75988afa6f4d9a405693c1dc471e4b2762c7315f893,e623518b45ae16332a7101ba80f6b1696630434fb59af429b1b38dacbd53c973,302,31-010-CAS-4679888,302,31-010-CAS-4679888,1,o4_acetylated,0,CC(=O)OC[C@H]1O[C@H](OC(=N)C(Cl)(Cl)Cl)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,CO[C@H]1O[C@H](COCc2ccccc2)[C@@H](OC(C)=O)[C@H](OCc2ccccc2)[C@H]1NC(=O)OCc1ccccc1,CO[C@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1NC(=O)OCc1ccccc1,trichloroacetimidate,14,15
POS-8bfb61f18c33fb31,PAIR-8bfb61f18c33fb31,SG-8bfb61f18c33fb31,8bfb61f18c33fb318203fd7690a70c9b288f1f9ec322b9ba057aba4410d9d75b,8bfb61f18c33fb318203fd7690a70c9b288f1f9ec322b9ba057aba4410d9d75b,426,31-010-CAS-21359662,426;427,31-010-CAS-21359662;31-010-CAS-2953436,2,original,1,COC(=O)[C@H]1OC(OC(=N)C(Cl)(Cl)Cl)[C@H](OCc2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COCc2ccc(OC)cc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],COc1ccc(OC[C@H]2O[C@@H](O[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)[C@H](N=[N+]=[N-])[C@@H](OC(=O)c3ccccc3)[C@@H]2O)cc1,COc1ccc(OC[C@H]2O[C@@H](O[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)[C@H](N=[N+]=[N-])[C@@H](OC(=O)c3ccccc3)[C@@H]2O)cc1,trichloroacetimidate,43,44
NEG-8bfb61f18c33fb31,PAIR-8bfb61f18c33fb31,SG-8bfb61f18c33fb31,8bfb61f18c33fb318203fd7690a70c9b288f1f9ec322b9ba057aba4410d9d75b,a45b8ce8d90eb0acde9f47520d0ed8de6da3c77a1b506cef6232120b8cf001ac,426,31-010-CAS-21359662,426;427,31-010-CAS-21359662;31-010-CAS-2953436,2,o4_acetylated,0,COC(=O)[C@H]1OC(OC(=N)C(Cl)(Cl)Cl)[C@H](OCc2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COCc2ccc(OC)cc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],COc1ccc(OC[C@H]2O[C@@H](O[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)[C@H](N=[N+]=[N-])[C@@H](OC(=O)c3ccccc3)[C@@H]2OC(C)=O)cc1,COc1ccc(OC[C@H]2O[C@@H](O[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)[C@H](N=[N+]=[N-])[C@@H](OC(=O)c3ccccc3)[C@@H]2O)cc1,trichloroacetimidate,43,44
POS-8c3fb61df63bb73c,PAIR-8c3fb61df63bb73c,SG-8c3fb61df63bb73c,8c3fb61df63bb73c476c2fd43860ff007e899bf79e34dc789c599ab48073d5bb,8c3fb61df63bb73c476c2fd43860ff007e899bf79e34dc789c599ab48073d5bb,142,31-010-CAS-11617057,142,31-010-CAS-11617057,1,original,1,CC(=O)O[C@H]1[C@@H](OC(C)=O)[C@@H](CN=[N+]=[N-])O[C@H](OC(=N)C(Cl)(Cl)Cl)[C@@H]1OC(C)=O,CCCCCCCCO[C@H]1O[C@H](COCc2ccccc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@@H]1O[C@@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1N1C(=O)c2ccccc2C1=O,CCCCCCCCO[C@H]1O[C@H](COCc2ccccc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@@H]1O[C@@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1N1C(=O)c2ccccc2C1=O,trichloroacetimidate,53,54
NEG-8c3fb61df63bb73c,PAIR-8c3fb61df63bb73c,SG-8c3fb61df63bb73c,8c3fb61df63bb73c476c2fd43860ff007e899bf79e34dc789c599ab48073d5bb,612727c1ef1352ca55cca96339c8dcb229253c1cfb9abccb3220804304fa3bb0,142,31-010-CAS-11617057,142,31-010-CAS-11617057,1,o4_acetylated,0,CC(=O)O[C@H]1[C@@H](OC(C)=O)[C@@H](CN=[N+]=[N-])O[C@H](OC(=N)C(Cl)(Cl)Cl)[C@@H]1OC(C)=O,CCCCCCCCO[C@H]1O[C@H](COCc2ccccc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@@H]1O[C@@H]1O[C@H](COCc2ccccc2)[C@@H](OC(C)=O)[C@H](OCc2ccccc2)[C@H]1N1C(=O)c2ccccc2C1=O,CCCCCCCCO[C@H]1O[C@H](COCc2ccccc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@@H]1O[C@@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1N1C(=O)c2ccccc2C1=O,trichloroacetimidate,53,54
POS-8c9a4bd2aa8a4e04,PAIR-8c9a4bd2aa8a4e04,SG-8c9a4bd2aa8a4e04,8c9a4bd2aa8a4e0457cb8fd4779291b9df16460dcc7536ba1dda766caf40acb8,8c9a4bd2aa8a4e0457cb8fd4779291b9df16460dcc7536ba1dda766caf40acb8,998,31-013-CAS-12686981,998,31-013-CAS-12686981,1,original,1,CCSC1O[C@@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OCc2ccccc2)[C@H]1OC(C)=O,CC(C)(C)[Si](OC[C@H]1O[C@H](OCCCCCN(Cc2ccccc2)C(=O)OCc2ccccc2)[C@H](N=[N+]=[N-])[C@@H](OCc2ccccc2)[C@@H]1O)(c1ccccc1)c1ccccc1,CC(C)(C)[Si](OC[C@H]1O[C@H](OCCCCCN(Cc2ccccc2)C(=O)OCc2ccccc2)[C@H](N=[N+]=[N-])[C@@H](OCc2ccccc2)[C@@H]1O)(c1ccccc1)c1ccccc1,thioglycoside,47,48
NEG-8c9a4bd2aa8a4e04,PAIR-8c9a4bd2aa8a4e04,SG-8c9a4bd2aa8a4e04,8c9a4bd2aa8a4e0457cb8fd4779291b9df16460dcc7536ba1dda766caf40acb8,e248efc863acabff81692ba26531484f0f6ac0bf62349f793b263a8bd7539e07,998,31-013-CAS-12686981,998,31-013-CAS-12686981,1,o4_acetylated,0,CCSC1O[C@@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OCc2ccccc2)[C@H]1OC(C)=O,CC(=O)O[C@H]1[C@H](OCc2ccccc2)[C@@H](N=[N+]=[N-])[C@@H](OCCCCCN(Cc2ccccc2)C(=O)OCc2ccccc2)O[C@@H]1CO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C,CC(C)(C)[Si](OC[C@H]1O[C@H](OCCCCCN(Cc2ccccc2)C(=O)OCc2ccccc2)[C@H](N=[N+]=[N-])[C@@H](OCc2ccccc2)[C@@H]1O)(c1ccccc1)c1ccccc1,thioglycoside,4,3
POS-8ca4d9f2da03e8a7,PAIR-8ca4d9f2da03e8a7,SG-8ca4d9f2da03e8a7,8ca4d9f2da03e8a7cf5737930cd7d046c330de7ccb3cc9cecf8e3840a02ac63d,8ca4d9f2da03e8a7cf5737930cd7d046c330de7ccb3cc9cecf8e3840a02ac63d,38,31-010-CAS-15414887,38;39;40,31-010-CAS-15414887;31-010-CAS-8082597;31-010-CAS-2030010,3,original,1,COc1ccc(CO[C@H]2[C@H](OCc3ccccc3)[C@@H](N=[N+]=[N-])[C@@H](OC(=N)C(Cl)(Cl)Cl)O[C@@H]2COCc2ccccc2)cc1,C=CCO[C@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OC(=O)OCc2ccccc2)[C@H]1NC(=O)OCC(Cl)(Cl)Cl,C=CCO[C@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OC(=O)OCc2ccccc2)[C@H]1NC(=O)OCC(Cl)(Cl)Cl,trichloroacetimidate,16,17
NEG-8ca4d9f2da03e8a7,PAIR-8ca4d9f2da03e8a7,SG-8ca4d9f2da03e8a7,8ca4d9f2da03e8a7cf5737930cd7d046c330de7ccb3cc9cecf8e3840a02ac63d,6f4ec2f28372f903a7d8ae5bb18ddd3e0defc73a9b6c34626bc276ca0304c049,38,31-010-CAS-15414887,38;39;40,31-010-CAS-15414887;31-010-CAS-8082597;31-010-CAS-2030010,3,o4_acetylated,0,COc1ccc(CO[C@H]2[C@H](OCc3ccccc3)[C@@H](N=[N+]=[N-])[C@@H](OC(=N)C(Cl)(Cl)Cl)O[C@@H]2COCc2ccccc2)cc1,C=CCO[C@H]1O[C@H](COCc2ccccc2)[C@@H](OC(C)=O)[C@H](OC(=O)OCc2ccccc2)[C@H]1NC(=O)OCC(Cl)(Cl)Cl,C=CCO[C@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OC(=O)OCc2ccccc2)[C@H]1NC(=O)OCC(Cl)(Cl)Cl,trichloroacetimidate,16,17
POS-8cb83b2f66d1f07f,PAIR-8cb83b2f66d1f07f,SG-8cb83b2f66d1f07f,8cb83b2f66d1f07fbf6948dc2748f079b62a712f8514a0bbfd053649b2c77804,8cb83b2f66d1f07fbf6948dc2748f079b62a712f8514a0bbfd053649b2c77804,458,31-010-CAS-1782285,458,31-010-CAS-1782285,1,original,1,COC(=O)[C@H]1OC(OC(=N)C(Cl)(Cl)Cl)[C@H](OCc2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],COc1ccc(OC[C@H]2O[C@@H](O[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)[C@@H]3NC(=O)O[C@H]3[C@@H]2O)cc1,COc1ccc(OC[C@H]2O[C@@H](O[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)[C@@H]3NC(=O)O[C@H]3[C@@H]2O)cc1,trichloroacetimidate,35,36
NEG-8cb83b2f66d1f07f,PAIR-8cb83b2f66d1f07f,SG-8cb83b2f66d1f07f,8cb83b2f66d1f07fbf6948dc2748f079b62a712f8514a0bbfd053649b2c77804,4fb72a1a728b4bc8187c58600b810621fc68569d3d404b91c132288b7cf4f9fe,458,31-010-CAS-1782285,458,31-010-CAS-1782285,1,o4_acetylated,0,COC(=O)[C@H]1OC(OC(=N)C(Cl)(Cl)Cl)[C@H](OCc2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],COc1ccc(OC[C@H]2O[C@@H](O[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)[C@@H]3NC(=O)O[C@H]3[C@@H]2OC(C)=O)cc1,COc1ccc(OC[C@H]2O[C@@H](O[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)[C@@H]3NC(=O)O[C@H]3[C@@H]2O)cc1,trichloroacetimidate,35,36
POS-8cc790b13c92c15a,PAIR-8cc790b13c92c15a,SG-8cc790b13c92c15a,8cc790b13c92c15ab53a250be0ab68c04be57300a6a1f6186d68cb1b5d3ea672,8cc790b13c92c15ab53a250be0ab68c04be57300a6a1f6186d68cb1b5d3ea672,455,31-010-CAS-4793112,455,31-010-CAS-4793112,1,original,1,COC(=O)[C@@H]1OC(OC(=N)C(Cl)(Cl)Cl)[C@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COC(C)=O)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],COC(=O)[C@@H]1O[C@@H](OC(C)C)[C@H](OC(=O)C(C)(C)C)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COC(=O)c2ccccc2)[C@@H](O[C@@H]2O[C@@H](C(=O)OC)[C@@H](O[C@H]3O[C@H](COC(=O)c4ccccc4)[C@@H](O)[C@H](OCc4ccccc4)[C@H]3N=[N+]=[N-])[C@H](OCc3ccccc3)[C@H]2OC(=O)C(C)(C)C)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],COC(=O)[C@@H]1O[C@@H](OC(C)C)[C@H](OC(=O)C(C)(C)C)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COC(=O)c2ccccc2)[C@@H](O[C@@H]2O[C@@H](C(=O)OC)[C@@H](O[C@H]3O[C@H](COC(=O)c4ccccc4)[C@@H](O)[C@H](OCc4ccccc4)[C@H]3N=[N+]=[N-])[C@H](OCc3ccccc3)[C@H]2OC(=O)C(C)(C)C)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],trichloroacetimidate,67,68
NEG-8cc790b13c92c15a,PAIR-8cc790b13c92c15a,SG-8cc790b13c92c15a,8cc790b13c92c15ab53a250be0ab68c04be57300a6a1f6186d68cb1b5d3ea672,15f6d20387460ba7a93a99b92806b3a8ed10bbc793f63fdc50d4b931f46b38da,455,31-010-CAS-4793112,455,31-010-CAS-4793112,1,o4_acetylated,0,COC(=O)[C@@H]1OC(OC(=N)C(Cl)(Cl)Cl)[C@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COC(C)=O)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],COC(=O)[C@@H]1O[C@@H](OC(C)C)[C@H](OC(=O)C(C)(C)C)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COC(=O)c2ccccc2)[C@@H](O[C@@H]2O[C@@H](C(=O)OC)[C@@H](O[C@H]3O[C@H](COC(=O)c4ccccc4)[C@@H](OC(C)=O)[C@H](OCc4ccccc4)[C@H]3N=[N+]=[N-])[C@H](OCc3ccccc3)[C@H]2OC(=O)C(C)(C)C)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],COC(=O)[C@@H]1O[C@@H](OC(C)C)[C@H](OC(=O)C(C)(C)C)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COC(=O)c2ccccc2)[C@@H](O[C@@H]2O[C@@H](C(=O)OC)[C@@H](O[C@H]3O[C@H](COC(=O)c4ccccc4)[C@@H](O)[C@H](OCc4ccccc4)[C@H]3N=[N+]=[N-])[C@H](OCc3ccccc3)[C@H]2OC(=O)C(C)(C)C)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],trichloroacetimidate,67,68
