Sample_ID,Pair_ID,Structural_Group_ID,hard_feasibility,Donor_Canonical_SMILES,Acceptor_Canonical_SMILES,Donor_Type,Donor_RFU_Atom_Indices,Donor_RFU_Role_Indices,Donor_C1_Index,Donor_O5_Index,Donor_C2_Index,Donor_LG_Entry_Index,Donor_LG_Core_Indices,Donor_Ring_Context_Indices,Donor_C2_Sub_Entry_Index,Donor_C2_Sub_Entry_Status,Acceptor_Target_Core_Atom_Indices,Acceptor_Target_Core_Num_Atoms,Acceptor_Target_Core_Role_Indices,Acceptor_Target_Local_Atom_Indices,Acceptor_Target_Local_Num_Atoms,Acceptor_Target_Role_Indices,Acceptor_C1_Index,Acceptor_O5_Index,Acceptor_C2_Index,Acceptor_C3_Index,Acceptor_C4_Index,Acceptor_C5_Index,Acceptor_O4_Index,Acceptor_O4_External_Atom_Index
POS-0230682ae8818933,PAIR-0230682ae8818933,SG-0230682ae8818933,1,C[C@@H]1O[C@@H](OC(=N)C(Cl)(Cl)Cl)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@@H]1O[C@@H]1O[C@H](COC(=O)c2ccccc2)[C@@H](OC(=O)c2ccccc2)[C@H](OC(=O)c2ccccc2)[C@H]1OC(=O)c1ccccc1,CCS[C@@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OC(C)=O)[C@H]1N1C(=O)c2ccccc2C1=O,trichloroacetimidate,2;3;4;5;6;7;8;9;10;11;12,"{""C1"":[3],""O5"":[2],""C2"":[11],""LG_ENTRY"":[4],""LG_CORE"":[5,6,7,8,9,10],""RING_CONTEXT"":[2,11],""C2_SUB_ENTRY"":[12]}",3,2,11,4,5;6;7;8;9;10,2;11,12,found,3;4;22;17;15;5;16,7,"{""C1"":[3],""O5"":[4],""C2"":[22],""C3"":[17],""C4"":[15],""C5"":[5],""O4"":[16],""O4_EXTERNAL"":[]}",1;2;3;4;5;6;7;15;16;17;18;19;22;23;24;32,16,"{""O4"":[16],""C4"":[15],""C3"":[17],""C5"":[5],""C2"":[22],""O5"":[4],""C1"":[3],""N2_SUB_ENTRY"":[23],""N2_SUBGRAPH"":[23,24,32],""PG_ENTRY"":[2,6,18],""O4_EXTERNAL"":[]}",3,4,22,17,15,5,16,-1
NEG-0230682ae8818933,PAIR-0230682ae8818933,SG-0230682ae8818933,0,C[C@@H]1O[C@@H](OC(=N)C(Cl)(Cl)Cl)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@@H]1O[C@@H]1O[C@H](COC(=O)c2ccccc2)[C@@H](OC(=O)c2ccccc2)[C@H](OC(=O)c2ccccc2)[C@H]1OC(=O)c1ccccc1,CCS[C@@H]1O[C@H](COCc2ccccc2)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1N1C(=O)c2ccccc2C1=O,trichloroacetimidate,2;3;4;5;6;7;8;9;10;11;12,"{""C1"":[3],""O5"":[2],""C2"":[11],""LG_ENTRY"":[4],""LG_CORE"":[5,6,7,8,9,10],""RING_CONTEXT"":[2,11],""C2_SUB_ENTRY"":[12]}",3,2,11,4,5;6;7;8;9;10,2;11,12,found,3;4;25;20;15;5;16;17,8,"{""C1"":[3],""O5"":[4],""C2"":[25],""C3"":[20],""C4"":[15],""C5"":[5],""O4"":[16],""O4_EXTERNAL"":[17]}",1;2;3;4;5;6;7;15;16;20;21;22;25;26;27;35;17,17,"{""O4"":[16],""C4"":[15],""C3"":[20],""C5"":[5],""C2"":[25],""O5"":[4],""C1"":[3],""N2_SUB_ENTRY"":[26],""N2_SUBGRAPH"":[26,27,35],""PG_ENTRY"":[2,6,21],""O4_EXTERNAL"":[17]}",3,4,25,20,15,5,16,17
POS-0266e45e27e7a962,PAIR-0266e45e27e7a962,SG-0266e45e27e7a962,1,CCS[C@H]1O[C@@H](C)[C@H](OCc2ccccc2)[C@@H](OCc2ccccc2)[C@H]1OCc1ccccc1,COC(C)=N[C@H]1[C@H](OC)O[C@H](COCc2ccccc2)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](COC(C)=O)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1OC(C)=O,thioglycoside,1;2;3;4;25;26,"{""C1"":[3],""O5"":[4],""C2"":[25],""LG_ENTRY"":[2],""LG_CORE"":[1],""RING_CONTEXT"":[4,25],""C2_SUB_ENTRY"":[26]}",3,4,25,2,1,4;25,26,found,6;9;5;22;20;10;21,7,"{""C1"":[6],""O5"":[9],""C2"":[5],""C3"":[22],""C4"":[20],""C5"":[10],""O4"":[21],""O4_EXTERNAL"":[]}",1;2;3;4;5;6;7;8;9;10;11;12;20;21;22;23;24,17,"{""O4"":[21],""C4"":[20],""C3"":[22],""C5"":[10],""C2"":[5],""O5"":[9],""C1"":[6],""N2_SUB_ENTRY"":[4],""N2_SUBGRAPH"":[1,2,3,4],""PG_ENTRY"":[7,11,23],""O4_EXTERNAL"":[]}",6,9,5,22,20,10,21,-1
NEG-0266e45e27e7a962,PAIR-0266e45e27e7a962,SG-0266e45e27e7a962,0,CCS[C@H]1O[C@@H](C)[C@H](OCc2ccccc2)[C@@H](OCc2ccccc2)[C@H]1OCc1ccccc1,COC(C)=N[C@H]1[C@H](OC)O[C@H](COCc2ccccc2)[C@@H](OC(C)=O)[C@@H]1O[C@@H]1O[C@H](COC(C)=O)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1OC(C)=O,thioglycoside,1;2;3;4;25;26,"{""C1"":[3],""O5"":[4],""C2"":[25],""LG_ENTRY"":[2],""LG_CORE"":[1],""RING_CONTEXT"":[4,25],""C2_SUB_ENTRY"":[26]}",3,4,25,2,1,4;25,26,found,6;9;5;25;20;10;21;22,8,"{""C1"":[6],""O5"":[9],""C2"":[5],""C3"":[25],""C4"":[20],""C5"":[10],""O4"":[21],""O4_EXTERNAL"":[22]}",1;2;3;4;5;6;7;8;9;10;11;12;20;21;25;26;27;22,18,"{""O4"":[21],""C4"":[20],""C3"":[25],""C5"":[10],""C2"":[5],""O5"":[9],""C1"":[6],""N2_SUB_ENTRY"":[4],""N2_SUBGRAPH"":[1,2,3,4],""PG_ENTRY"":[7,11,26],""O4_EXTERNAL"":[22]}",6,9,5,25,20,10,21,22
POS-0357af6b7a211992,PAIR-0357af6b7a211992,SG-0357af6b7a211992,1,C=CCO[C@@H]1[C@@H](N=[N+]=[N-])[C@@H](O[C@H]2[C@H](OCc3ccccc3)[C@@H](OC(=O)c3ccccc3)[C@@H](Sc3ccc(C)cc3)O[C@H]2COc2ccc(OC)cc2)O[C@H](COC(=O)c2ccccc2)[C@H]1OC(=O)CCC(C)=O,CO[C@H]1O[C@H](COC(=O)c2ccccc2)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1NC=C1C(=O)N(C)C(=O)N(C)C1=O,thioglycoside,21;22;31;32;33;40,"{""C1"":[31],""O5"":[40],""C2"":[21],""LG_ENTRY"":[32],""LG_CORE"":[33],""RING_CONTEXT"":[21,40],""C2_SUB_ENTRY"":[22]}",31,40,21,32,33,21;40,22,found,2;3;26;17;15;4;16,7,"{""C1"":[2],""O5"":[3],""C2"":[26],""C3"":[17],""C4"":[15],""C5"":[4],""O4"":[16],""O4_EXTERNAL"":[]}",0;1;2;3;4;5;6;15;16;17;18;19;26;27;28;29,16,"{""O4"":[16],""C4"":[15],""C3"":[17],""C5"":[4],""C2"":[26],""O5"":[3],""C1"":[2],""N2_SUB_ENTRY"":[27],""N2_SUBGRAPH"":[27,28,29],""PG_ENTRY"":[1,5,18],""O4_EXTERNAL"":[]}",2,3,26,17,15,4,16,-1
NEG-0357af6b7a211992,PAIR-0357af6b7a211992,SG-0357af6b7a211992,0,C=CCO[C@@H]1[C@@H](N=[N+]=[N-])[C@@H](O[C@H]2[C@H](OCc3ccccc3)[C@@H](OC(=O)c3ccccc3)[C@@H](Sc3ccc(C)cc3)O[C@H]2COc2ccc(OC)cc2)O[C@H](COC(=O)c2ccccc2)[C@H]1OC(=O)CCC(C)=O,CO[C@H]1O[C@H](COC(=O)c2ccccc2)[C@@H](OC(C)=O)[C@H](OCc2ccccc2)[C@H]1NC=C1C(=O)N(C)C(=O)N(C)C1=O,thioglycoside,21;22;31;32;33;40,"{""C1"":[31],""O5"":[40],""C2"":[21],""LG_ENTRY"":[32],""LG_CORE"":[33],""RING_CONTEXT"":[21,40],""C2_SUB_ENTRY"":[22]}",31,40,21,32,33,21;40,22,found,2;3;29;20;15;4;16;17,8,"{""C1"":[2],""O5"":[3],""C2"":[29],""C3"":[20],""C4"":[15],""C5"":[4],""O4"":[16],""O4_EXTERNAL"":[17]}",0;1;2;3;4;5;6;15;16;20;21;22;29;30;31;32;17,17,"{""O4"":[16],""C4"":[15],""C3"":[20],""C5"":[4],""C2"":[29],""O5"":[3],""C1"":[2],""N2_SUB_ENTRY"":[30],""N2_SUBGRAPH"":[30,31,32],""PG_ENTRY"":[1,5,21],""O4_EXTERNAL"":[17]}",2,3,29,20,15,4,16,17
POS-03755376a2189f4a,PAIR-03755376a2189f4a,SG-03755376a2189f4a,1,CC(=O)N1C(=O)O[C@H]2[C@@H](O[Si](C)(C)C(C)(C)C)[C@@H](COCc3ccccc3)O[C@H](Sc3ccc(C)cc3)[C@@H]21,CO[C@H]1O[C@H](COCc2ccccc2)[C@H](O[C@H]2O[C@H](COCc3ccccc3)[C@H](O)[C@@H]3OC(=O)N(C(C)=O)[C@@H]23)[C@@H]2OC(=O)N(C(C)=O)[C@@H]12,thioglycoside,3;27;28;29;30;37,"{""C1"":[28],""O5"":[27],""C2"":[37],""LG_ENTRY"":[29],""LG_CORE"":[30],""RING_CONTEXT"":[27,37],""C2_SUB_ENTRY"":[3]}",28,27,37,29,30,27;37,3,found,16;17;38;30;28;18;29,7,"{""C1"":[16],""O5"":[17],""C2"":[38],""C3"":[30],""C4"":[28],""C5"":[18],""O4"":[29],""O4_EXTERNAL"":[]}",14;15;16;17;18;19;20;28;29;30;31;32;34;35;36;37;38,17,"{""O4"":[29],""C4"":[28],""C3"":[30],""C5"":[18],""C2"":[38],""O5"":[17],""C1"":[16],""N2_SUB_ENTRY"":[34],""N2_SUBGRAPH"":[32,34,35,36,37],""PG_ENTRY"":[15,19,31],""O4_EXTERNAL"":[]}",16,17,38,30,28,18,29,-1
NEG-03755376a2189f4a,PAIR-03755376a2189f4a,SG-03755376a2189f4a,0,CC(=O)N1C(=O)O[C@H]2[C@@H](O[Si](C)(C)C(C)(C)C)[C@@H](COCc3ccccc3)O[C@H](Sc3ccc(C)cc3)[C@@H]21,CO[C@H]1O[C@H](COCc2ccccc2)[C@H](O[C@H]2O[C@H](COCc3ccccc3)[C@H](OC(C)=O)[C@@H]3OC(=O)N(C(C)=O)[C@@H]23)[C@@H]2OC(=O)N(C(C)=O)[C@@H]12,thioglycoside,3;27;28;29;30;37,"{""C1"":[28],""O5"":[27],""C2"":[37],""LG_ENTRY"":[29],""LG_CORE"":[30],""RING_CONTEXT"":[27,37],""C2_SUB_ENTRY"":[3]}",28,27,37,29,30,27;37,3,found,16;17;41;33;28;18;29;30,8,"{""C1"":[16],""O5"":[17],""C2"":[41],""C3"":[33],""C4"":[28],""C5"":[18],""O4"":[29],""O4_EXTERNAL"":[30]}",14;15;16;17;18;19;20;28;29;33;34;35;37;38;39;40;41;30,18,"{""O4"":[29],""C4"":[28],""C3"":[33],""C5"":[18],""C2"":[41],""O5"":[17],""C1"":[16],""N2_SUB_ENTRY"":[37],""N2_SUBGRAPH"":[35,37,38,39,40],""PG_ENTRY"":[15,19,34],""O4_EXTERNAL"":[30]}",16,17,41,33,28,18,29,30
POS-03891ccbb7c0a44b,PAIR-03891ccbb7c0a44b,SG-03891ccbb7c0a44b,1,CC(C)(C)[Si](C)(C)O[C@H]1[C@H](OCc2ccccc2)[C@@H](N2C(=O)c3c(Cl)c(Cl)c(Cl)c(Cl)c3C2=O)[C@H](S(=O)c2ccccc2)O[C@@H]1COCc1ccccc1,O=C1c2c(Cl)c(Cl)c(Cl)c(Cl)c2C(=O)N1[C@@H]1[C@@H](O)[C@H](O)[C@@H](COCc2ccccc2)O[C@H]1Sc1ccccc1,thioglycoside,18;19;34;35;36;37;43,"{""C1"":[34],""O5"":[43],""C2"":[18],""LG_ENTRY"":[35],""LG_CORE"":[36,37],""RING_CONTEXT"":[18,43],""C2_SUB_ENTRY"":[19]}",34,43,18,35,36;37,18;43,19,found,31;30;15;16;18;20;19,7,"{""C1"":[31],""O5"":[30],""C2"":[15],""C3"":[16],""C4"":[18],""C5"":[20],""O4"":[19],""O4_EXTERNAL"":[]}",1;12;14;15;16;17;18;19;20;21;22;30;31;32;33,15,"{""O4"":[19],""C4"":[18],""C3"":[16],""C5"":[20],""C2"":[15],""O5"":[30],""C1"":[31],""N2_SUB_ENTRY"":[14],""N2_SUBGRAPH"":[1,12,14],""PG_ENTRY"":[17,21,32],""O4_EXTERNAL"":[]}",31,30,15,16,18,20,19,-1
NEG-03891ccbb7c0a44b,PAIR-03891ccbb7c0a44b,SG-03891ccbb7c0a44b,0,CC(C)(C)[Si](C)(C)O[C@H]1[C@H](OCc2ccccc2)[C@@H](N2C(=O)c3c(Cl)c(Cl)c(Cl)c(Cl)c3C2=O)[C@H](S(=O)c2ccccc2)O[C@@H]1COCc1ccccc1,CC(=O)O[C@H]1[C@H](O)[C@@H](N2C(=O)c3c(Cl)c(Cl)c(Cl)c(Cl)c3C2=O)[C@H](Sc2ccccc2)O[C@@H]1COCc1ccccc1,thioglycoside,18;19;34;35;36;37;43,"{""C1"":[34],""O5"":[43],""C2"":[18],""LG_ENTRY"":[35],""LG_CORE"":[36,37],""RING_CONTEXT"":[18,43],""C2_SUB_ENTRY"":[19]}",34,43,18,35,36;37,18;43,19,found,23;31;7;5;4;32;3;1,8,"{""C1"":[23],""O5"":[31],""C2"":[7],""C3"":[5],""C4"":[4],""C5"":[32],""O4"":[3],""O4_EXTERNAL"":[1]}",9;21;8;7;5;6;4;3;32;33;34;31;23;24;25;1,16,"{""O4"":[3],""C4"":[4],""C3"":[5],""C5"":[32],""C2"":[7],""O5"":[31],""C1"":[23],""N2_SUB_ENTRY"":[8],""N2_SUBGRAPH"":[9,21,8],""PG_ENTRY"":[6,33,24],""O4_EXTERNAL"":[1]}",23,31,7,5,4,32,3,1
POS-03a38ec6bf2e0eaf,PAIR-03a38ec6bf2e0eaf,SG-03a38ec6bf2e0eaf,1,CC(=O)OC[C@H]1O[C@@H](O[C@H]2[C@H](OCc3ccccc3)[C@@H](N3C(=O)c4ccccc4C3=O)[C@H](OC(=N)C(Cl)(Cl)Cl)O[C@@H]2COCc2ccccc2)[C@@H](OCc2ccccc2)[C@@H](OC(C)=O)[C@@H]1OCc1ccccc1,CC(C)(C)[Si](OC[C@H]1O[C@@H](N=[N+]=[N-])[C@H](N2C(=O)c3ccccc3C2=O)[C@@H](OCc2ccccc2)[C@@H]1O)(c1ccccc1)c1ccccc1,trichloroacetimidate,19;20;31;32;33;34;35;36;37;38;39,"{""C1"":[31],""O5"":[39],""C2"":[19],""LG_ENTRY"":[32],""LG_CORE"":[33,34,35,36,37,38],""RING_CONTEXT"":[19,39],""C2_SUB_ENTRY"":[20]}",31,39,19,32,33;34;35;36;37;38,19;39,20,found,9;8;13;25;34;7;35,7,"{""C1"":[9],""O5"":[8],""C2"":[13],""C3"":[25],""C4"":[34],""C5"":[7],""O4"":[35],""O4_EXTERNAL"":[]}",5;6;7;8;9;10;11;13;14;15;23;25;26;27;34;35,16,"{""O4"":[35],""C4"":[34],""C3"":[25],""C5"":[7],""C2"":[13],""O5"":[8],""C1"":[9],""N2_SUB_ENTRY"":[14],""N2_SUBGRAPH"":[14,15,23],""PG_ENTRY"":[6,10,26],""O4_EXTERNAL"":[]}",9,8,13,25,34,7,35,-1
NEG-03a38ec6bf2e0eaf,PAIR-03a38ec6bf2e0eaf,SG-03a38ec6bf2e0eaf,0,CC(=O)OC[C@H]1O[C@@H](O[C@H]2[C@H](OCc3ccccc3)[C@@H](N3C(=O)c4ccccc4C3=O)[C@H](OC(=N)C(Cl)(Cl)Cl)O[C@@H]2COCc2ccccc2)[C@@H](OCc2ccccc2)[C@@H](OC(C)=O)[C@@H]1OCc1ccccc1,CC(=O)O[C@H]1[C@H](OCc2ccccc2)[C@@H](N2C(=O)c3ccccc3C2=O)[C@H](N=[N+]=[N-])O[C@@H]1CO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C,trichloroacetimidate,19;20;31;32;33;34;35;36;37;38;39,"{""C1"":[31],""O5"":[39],""C2"":[19],""LG_ENTRY"":[32],""LG_CORE"":[33,34,35,36,37,38],""RING_CONTEXT"":[19,39],""C2_SUB_ENTRY"":[20]}",31,39,19,32,33;34;35;36;37;38,19;39,20,found,26;30;14;5;4;31;3;1,8,"{""C1"":[26],""O5"":[30],""C2"":[14],""C3"":[5],""C4"":[4],""C5"":[31],""O4"":[3],""O4_EXTERNAL"":[1]}",33;32;31;30;26;27;28;14;15;16;24;5;6;7;4;3;1,17,"{""O4"":[3],""C4"":[4],""C3"":[5],""C5"":[31],""C2"":[14],""O5"":[30],""C1"":[26],""N2_SUB_ENTRY"":[15],""N2_SUBGRAPH"":[15,16,24],""PG_ENTRY"":[32,27,6],""O4_EXTERNAL"":[1]}",26,30,14,5,4,31,3,1
POS-03d0a36dc2ea3a45,PAIR-03d0a36dc2ea3a45,SG-03d0a36dc2ea3a45,1,CC(=O)O[C@H]1[C@@H](OC(C)=O)[C@@H](CO[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)O[C@@H](Sc2ccc(C)cc2)[C@@H]1OC(C)=O,[N-]=[N+]=NCCCO[C@@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](O)[C@H]1N1C(=O)c2ccccc2C1=O,thioglycoside,30;31;32;33;40;41,"{""C1"":[31],""O5"":[30],""C2"":[40],""LG_ENTRY"":[32],""LG_CORE"":[33],""RING_CONTEXT"":[30,40],""C2_SUB_ENTRY"":[41]}",31,30,40,32,33,30;40,41,found,7;8;23;21;19;9;20,7,"{""C1"":[7],""O5"":[8],""C2"":[23],""C3"":[21],""C4"":[19],""C5"":[9],""O4"":[20],""O4_EXTERNAL"":[]}",5;6;7;8;9;10;11;19;20;21;22;23;24;25;33,15,"{""O4"":[20],""C4"":[19],""C3"":[21],""C5"":[9],""C2"":[23],""O5"":[8],""C1"":[7],""N2_SUB_ENTRY"":[24],""N2_SUBGRAPH"":[24,25,33],""PG_ENTRY"":[6,10,22],""O4_EXTERNAL"":[]}",7,8,23,21,19,9,20,-1
NEG-03d0a36dc2ea3a45,PAIR-03d0a36dc2ea3a45,SG-03d0a36dc2ea3a45,0,CC(=O)O[C@H]1[C@@H](OC(C)=O)[C@@H](CO[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)O[C@@H](Sc2ccc(C)cc2)[C@@H]1OC(C)=O,CC(=O)O[C@H]1[C@H](O)[C@@H](N2C(=O)c3ccccc3C2=O)[C@H](OCCCN=[N+]=[N-])O[C@@H]1COCc1ccccc1,thioglycoside,30;31;32;33;40;41,"{""C1"":[31],""O5"":[30],""C2"":[40],""LG_ENTRY"":[32],""LG_CORE"":[33],""RING_CONTEXT"":[30,40],""C2_SUB_ENTRY"":[41]}",31,30,40,32,33,30;40,41,found,19;27;7;5;4;28;3;1,8,"{""C1"":[19],""O5"":[27],""C2"":[7],""C3"":[5],""C4"":[4],""C5"":[28],""O4"":[3],""O4_EXTERNAL"":[1]}",21;20;19;27;28;29;30;4;3;5;6;7;8;9;17;1,16,"{""O4"":[3],""C4"":[4],""C3"":[5],""C5"":[28],""C2"":[7],""O5"":[27],""C1"":[19],""N2_SUB_ENTRY"":[8],""N2_SUBGRAPH"":[8,9,17],""PG_ENTRY"":[20,29,6],""O4_EXTERNAL"":[1]}",19,27,7,5,4,28,3,1
POS-041c3bf58648272f,PAIR-041c3bf58648272f,SG-041c3bf58648272f,1,O=S(c1ccccc1)[C@H]1O[C@@H]2CO[C@@H](c3ccccc3)O[C@H]2[C@H](OCc2ccccc2)[C@@H]1OCc1ccccc1,CO[C@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1N(C(C)=O)C(C)=O,thioglycoside,0;1;2;8;9;31;32,"{""C1"":[8],""O5"":[9],""C2"":[31],""LG_ENTRY"":[1],""LG_CORE"":[0,2],""RING_CONTEXT"":[9,31],""C2_SUB_ENTRY"":[32]}",8,9,31,1,0;2,9;31,32,found,2;3;25;16;14;4;15,7,"{""C1"":[2],""O5"":[3],""C2"":[25],""C3"":[16],""C4"":[14],""C5"":[4],""O4"":[15],""O4_EXTERNAL"":[]}",0;1;2;3;4;5;6;14;15;16;17;18;25;26;27;28;29;30;31;32,20,"{""O4"":[15],""C4"":[14],""C3"":[16],""C5"":[4],""C2"":[25],""O5"":[3],""C1"":[2],""N2_SUB_ENTRY"":[26],""N2_SUBGRAPH"":[26,27,28,29,30,31,32],""PG_ENTRY"":[1,5,17],""O4_EXTERNAL"":[]}",2,3,25,16,14,4,15,-1
NEG-041c3bf58648272f,PAIR-041c3bf58648272f,SG-041c3bf58648272f,0,O=S(c1ccccc1)[C@H]1O[C@@H]2CO[C@@H](c3ccccc3)O[C@H]2[C@H](OCc2ccccc2)[C@@H]1OCc1ccccc1,CO[C@H]1O[C@H](COCc2ccccc2)[C@@H](OC(C)=O)[C@H](OCc2ccccc2)[C@H]1N(C(C)=O)C(C)=O,thioglycoside,0;1;2;8;9;31;32,"{""C1"":[8],""O5"":[9],""C2"":[31],""LG_ENTRY"":[1],""LG_CORE"":[0,2],""RING_CONTEXT"":[9,31],""C2_SUB_ENTRY"":[32]}",8,9,31,1,0;2,9;31,32,found,2;3;28;19;14;4;15;16,8,"{""C1"":[2],""O5"":[3],""C2"":[28],""C3"":[19],""C4"":[14],""C5"":[4],""O4"":[15],""O4_EXTERNAL"":[16]}",0;1;2;3;4;5;6;14;15;19;20;21;28;29;30;31;32;33;34;35;16,21,"{""O4"":[15],""C4"":[14],""C3"":[19],""C5"":[4],""C2"":[28],""O5"":[3],""C1"":[2],""N2_SUB_ENTRY"":[29],""N2_SUBGRAPH"":[29,30,31,32,33,34,35],""PG_ENTRY"":[1,5,20],""O4_EXTERNAL"":[16]}",2,3,28,19,14,4,15,16
POS-044ddac6fbc11bfd,PAIR-044ddac6fbc11bfd,SG-044ddac6fbc11bfd,1,COC(=O)[C@@]1(O[C@H]2[C@@H](O[C@@H]3O[C@H](COC(=O)c4ccccc4)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@H]3NC(C)=O)[C@@H](COC(=O)c3ccccc3)OC(OC(=N)C(Cl)(Cl)Cl)[C@@H]2OC(=O)c2ccccc2)C[C@H](OC(C)=O)[C@@H](NC(C)=O)[C@H]([C@H](OC(C)=O)[C@@H](COC(C)=O)OC(C)=O)O1,CC(=O)N[C@H]1[C@H](O[C@@H]2[C@H](O[C@@H]3O[C@H](COCc4ccccc4)[C@@H](O)[C@H](OCc4ccccc4)[C@H]3NC(C)=O)[C@@H](OCc3ccccc3)[C@H](O[C@H]3[C@H](OCc4ccccc4)[C@@H](OCc4ccccc4)[C@H](OCC[Si](C)(C)C)O[C@@H]3COCc3ccccc3)O[C@@H]2COCc2ccccc2)O[C@H](COC(C)=O)[C@H](OC(C)=O)[C@@H]1O[C@@H]1O[C@H](COCc2ccccc2)[C@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1OC(=O)c1ccccc1,trichloroacetimidate,48;49;50;51;52;53;54;55;56;57;58,"{""C1"":[49],""O5"":[48],""C2"":[57],""LG_ENTRY"":[50],""LG_CORE"":[51,52,53,54,55,56],""RING_CONTEXT"":[48,57],""C2_SUB_ENTRY"":[58]}",49,48,57,50,51;52;53;54;55;56,48;57,58,found,10;11;33;24;22;12;23,7,"{""C1"":[10],""O5"":[11],""C2"":[33],""C3"":[24],""C4"":[22],""C5"":[12],""O4"":[23],""O4_EXTERNAL"":[]}",8;9;10;11;12;13;14;22;23;24;25;26;33;34;35;36;37,17,"{""O4"":[23],""C4"":[22],""C3"":[24],""C5"":[12],""C2"":[33],""O5"":[11],""C1"":[10],""N2_SUB_ENTRY"":[34],""N2_SUBGRAPH"":[34,35,36,37],""PG_ENTRY"":[9,13,25],""O4_EXTERNAL"":[]}",10,11,33,24,22,12,23,-1
NEG-044ddac6fbc11bfd,PAIR-044ddac6fbc11bfd,SG-044ddac6fbc11bfd,0,COC(=O)[C@@]1(O[C@H]2[C@@H](O[C@@H]3O[C@H](COC(=O)c4ccccc4)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@H]3NC(C)=O)[C@@H](COC(=O)c3ccccc3)OC(OC(=N)C(Cl)(Cl)Cl)[C@@H]2OC(=O)c2ccccc2)C[C@H](OC(C)=O)[C@@H](NC(C)=O)[C@H]([C@H](OC(C)=O)[C@@H](COC(C)=O)OC(C)=O)O1,CC(=O)N[C@H]1[C@H](O[C@@H]2[C@H](O[C@@H]3O[C@H](COCc4ccccc4)[C@@H](OC(C)=O)[C@H](OCc4ccccc4)[C@H]3NC(C)=O)[C@@H](OCc3ccccc3)[C@H](O[C@H]3[C@H](OCc4ccccc4)[C@@H](OCc4ccccc4)[C@H](OCC[Si](C)(C)C)O[C@@H]3COCc3ccccc3)O[C@@H]2COCc2ccccc2)O[C@H](COC(C)=O)[C@H](OC(C)=O)[C@@H]1O[C@@H]1O[C@H](COCc2ccccc2)[C@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1OC(=O)c1ccccc1,trichloroacetimidate,48;49;50;51;52;53;54;55;56;57;58,"{""C1"":[49],""O5"":[48],""C2"":[57],""LG_ENTRY"":[50],""LG_CORE"":[51,52,53,54,55,56],""RING_CONTEXT"":[48,57],""C2_SUB_ENTRY"":[58]}",49,48,57,50,51;52;53;54;55;56,48;57,58,found,10;11;36;27;22;12;23;24,8,"{""C1"":[10],""O5"":[11],""C2"":[36],""C3"":[27],""C4"":[22],""C5"":[12],""O4"":[23],""O4_EXTERNAL"":[24]}",8;9;10;11;12;13;14;22;23;27;28;29;36;37;38;39;40;24,18,"{""O4"":[23],""C4"":[22],""C3"":[27],""C5"":[12],""C2"":[36],""O5"":[11],""C1"":[10],""N2_SUB_ENTRY"":[37],""N2_SUBGRAPH"":[37,38,39,40],""PG_ENTRY"":[9,13,28],""O4_EXTERNAL"":[24]}",10,11,36,27,22,12,23,24
POS-045c626ddf757f16,PAIR-045c626ddf757f16,SG-045c626ddf757f16,1,CC(=O)OC[C@H]1O[C@H](OC(=N)C(Cl)(Cl)Cl)[C@H](NC(=O)OCc2ccccc2)[C@H](OC(C)=O)[C@@H]1OC(C)=O,CC(=O)O[C@@H]1[C@H](O)[C@@H](COCc2ccccc2)O[C@@H](O[C@H]2[C@H](O)[C@H]3N=C(N(C)C)O[C@H]3[C@@H]2COCc2ccccc2)[C@@H]1NC(=O)OCc1ccccc1,trichloroacetimidate,6;7;8;9;10;11;12;13;14;15;16,"{""C1"":[7],""O5"":[6],""C2"":[15],""LG_ENTRY"":[8],""LG_CORE"":[9,10,11,12,13,14],""RING_CONTEXT"":[6,15],""C2_SUB_ENTRY"":[16]}",7,6,15,8,9;10;11;12;13;14,6;15,16,found,18;17;41;4;5;7;6,7,"{""C1"":[18],""O5"":[17],""C2"":[41],""C3"":[4],""C4"":[5],""C5"":[7],""O4"":[6],""O4_EXTERNAL"":[]}",1;3;4;5;6;7;8;9;17;18;19;20;41;42;43;44;45,17,"{""O4"":[6],""C4"":[5],""C3"":[4],""C5"":[7],""C2"":[41],""O5"":[17],""C1"":[18],""N2_SUB_ENTRY"":[42],""N2_SUBGRAPH"":[42,43,44,45],""PG_ENTRY"":[3,8,19],""O4_EXTERNAL"":[]}",18,17,41,4,5,7,6,-1
